Id;EDT;Nombre;Comienzo;Fin;Duracion;Programado;Real;Nivel_de_esquema
1605;1.1.1.2.2.5.1.3.3;Ventanas;17-05-22;18-05-22;2 días;0;0;9
1606;1.1.1.2.2.5.1.3.4;Remate Ventanas;19-05-22;20-05-22;2 días;0;0;9
1607;1.1.1.2.2.5.1.3.5;Barandas Vidriadas;19-05-22;20-05-22;2 días;0;0;9
1608;1.1.1.2.2.5.1.3.6;Canteria Baños;19-05-22;03-06-22;12 días;0;0;9
1609;1.1.1.2.2.5.1.3.7;Ceramica;23-05-22;10-06-22;15 días;0;0;9
1610;1.1.1.2.2.5.1.3.8;Cornisas;17-05-22;24-05-22;6 días;0;0;9
1611;1.1.1.2.2.5.1.3.9;Empastes;06-06-22;21-06-22;12 días;0;0;9
1612;1.1.1.2.2.5.1.3.10;Cielo Deptos (Revisar Terminacion);07-06-22;14-06-22;6 días;0;0;9
1613;1.1.1.2.2.5.1.3.11;Fondo Closet;07-06-22;10-06-22;4 días;0;0;9
1614;1.1.1.2.2.5.1.3.12;Pintura;15-06-22;22-06-22;6 días;0;0;9
1615;1.1.1.2.2.5.1.4;Fase 4;19-05-22;13-07-22;39 días;0;0;8
1616;1.1.1.2.2.5.1.4.1;Artefactos;16-06-22;17-06-22;2 días;0;0;9
1617;1.1.1.2.2.5.1.4.2;Muebles de Baño;17-06-22;17-06-22;1 día;0;0;9
1618;1.1.1.2.2.5.1.4.3;Muebles de Cocina;13-06-22;21-06-22;7 días;0;0;9
1619;1.1.1.2.2.5.1.4.4;Closet;13-06-22;20-06-22;6 días;0;0;9
1620;1.1.1.2.2.5.1.4.5;Quincalleria;19-05-22;20-05-22;2 días;0;0;9
1621;1.1.1.2.2.5.1.4.6;Manpara de Baño;19-05-22;20-05-22;2 días;0;0;9
1622;1.1.1.2.2.5.1.4.7;Accesorios;23-06-22;29-06-22;4 días;0;0;9
1623;1.1.1.2.2.5.1.4.8;Griferia;23-06-22;23-06-22;1 día;0;0;9
1624;1.1.1.2.2.5.1.4.9;Piso Vinilico;22-06-22;30-06-22;6 días;0;0;9
1625;1.1.1.2.2.5.1.4.10;Guardapolvos;01-07-22;05-07-22;3 días;0;0;9
1626;1.1.1.2.2.5.1.4.11;Junquillos (Revisar ET);01-07-22;05-07-22;3 días;0;0;9
1627;1.1.1.2.2.5.1.4.12;Papel Mural;24-06-22;05-07-22;7 días;0;0;9
1628;1.1.1.2.2.5.1.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);28-06-22;28-06-22;1 día;0;0;9
1629;1.1.1.2.2.5.1.4.14;Aseo;28-06-22;13-07-22;12 días;0;0;9
1630;1.1.1.2.2.5.1.4.15;Entrega Area Comun;16-06-22;04-07-22;12 días;0;0;9
1631;1.1.1.2.2.5.1.4.16;R1;29-06-22;08-07-22;8 días;0;0;9
1632;1.1.1.2.2.5.2;Sector 2;20-04-22;27-07-22;70 días;0;0;7
1633;1.1.1.2.2.5.2.1;Fase 1;20-04-22;10-05-22;15 días;0;0;8
1634;1.1.1.2.2.5.2.1.1;Descarachado Muros y Cielos;20-04-22;28-04-22;7 días;0;0;9
1635;1.1.1.2.2.5.2.1.2;Decargas ALC;21-04-22;25-04-22;3 días;0;0;9
1636;1.1.1.2.2.5.2.1.3;Trazado de Tabiques;29-04-22;02-05-22;2 días;0;0;9
1637;1.1.1.2.2.5.2.1.4;Rinconeo y Maquillaje de Muros;29-04-22;04-05-22;4 días;0;0;9
1638;1.1.1.2.2.5.2.1.5;Maquillaje de Cielos;29-04-22;10-05-22;8 días;0;0;9
1639;1.1.1.2.2.5.2.1.6;Grada Buque;03-05-22;10-05-22;6 días;0;0;9
1640;1.1.1.2.2.5.2.2;Fase 2;04-05-22;09-06-22;27 días;0;0;8
1641;1.1.1.2.2.5.2.2.1;Estructura Tabique;04-05-22;11-05-22;6 días;0;0;9
1642;1.1.1.2.2.5.2.2.2;1era Cara Tabique;09-05-22;12-05-22;4 días;0;0;9
1643;1.1.1.2.2.5.2.2.3;Instalaciones;09-05-22;17-05-22;7 días;0;0;9
1644;1.1.1.2.2.5.2.2.4;Aislacion;12-05-22;19-05-22;6 días;0;0;9
1645;1.1.1.2.2.5.2.2.5;2da Cara Tabique;12-05-22;18-05-22;5 días;0;0;9
1646;1.1.1.2.2.5.2.2.6;Huincha de Tabiques y cuadratura de Cajas;19-05-22;30-05-22;8 días;0;0;9
1647;1.1.1.2.2.5.2.2.7;Nivelacion de Pisos;19-05-22;03-06-22;12 días;0;0;9
1648;1.1.1.2.2.5.2.2.8;Remate de Rasgos;19-05-22;09-06-22;16 días;0;0;9
1649;1.1.1.2.2.5.2.2.9;Sobre Losa en Terrazas;20-05-22;31-05-22;8 días;0;0;9
1650;1.1.1.2.2.5.2.2.10;Impermeabilizacion Baños y Cocinas Cerradas;19-05-22;24-05-22;4 días;0;0;9
1651;1.1.1.2.2.5.2.2.11;Recepcion Obra Gruesa;25-05-22;25-05-22;1 día;0;0;9
1652;1.1.1.2.2.5.2.3;Fase 3;26-05-22;04-07-22;27 días;0;0;8
1653;1.1.1.2.2.5.2.3.1;Tinas;26-05-22;06-06-22;8 días;0;0;9
1654;1.1.1.2.2.5.2.3.2;Marcos de Puertas;26-05-22;27-05-22;2 días;0;0;9
1655;1.1.1.2.2.5.2.3.3;Ventanas;26-05-22;27-05-22;2 días;0;0;9
1656;1.1.1.2.2.5.2.3.4;Remate Ventanas;30-05-22;31-05-22;2 días;0;0;9
1657;1.1.1.2.2.5.2.3.5;Barandas Vidriadas;30-05-22;31-05-22;2 días;0;0;9
1658;1.1.1.2.2.5.2.3.6;Canteria Baños;30-05-22;14-06-22;12 días;0;0;9
1659;1.1.1.2.2.5.2.3.7;Ceramica;01-06-22;21-06-22;15 días;0;0;9
1660;1.1.1.2.2.5.2.3.8;Cornisas;26-05-22;02-06-22;6 días;0;0;9
1661;1.1.1.2.2.5.2.3.9;Empastes;15-06-22;01-07-22;12 días;0;0;9
1662;1.1.1.2.2.5.2.3.10;Cielo Deptos (Revisar Terminacion);16-06-22;23-06-22;6 días;0;0;9
1663;1.1.1.2.2.5.2.3.11;Fondo Closet;16-06-22;21-06-22;4 días;0;0;9
1664;1.1.1.2.2.5.2.3.12;Pintura;24-06-22;04-07-22;6 días;0;0;9
1665;1.1.1.2.2.5.2.4;Fase 4;30-05-22;27-07-22;42 días;0;0;8
1666;1.1.1.2.2.5.2.4.1;Artefactos;28-06-22;29-06-22;2 días;0;0;9
1667;1.1.1.2.2.5.2.4.2;Muebles de Baño;29-06-22;29-06-22;1 día;0;0;9
1668;1.1.1.2.2.5.2.4.3;Muebles de Cocina;22-06-22;01-07-22;7 días;0;0;9
1669;1.1.1.2.2.5.2.4.4;Closet;22-06-22;30-06-22;6 días;0;0;9
1670;1.1.1.2.2.5.2.4.5;Quincalleria;30-05-22;31-05-22;2 días;0;0;9
1671;1.1.1.2.2.5.2.4.6;Manpara de Baño;30-05-22;31-05-22;2 días;0;0;9
1672;1.1.1.2.2.5.2.4.7;Accesorios;05-07-22;08-07-22;4 días;0;0;9
1673;1.1.1.2.2.5.2.4.8;Griferia;05-07-22;05-07-22;1 día;0;0;9
1674;1.1.1.2.2.5.2.4.9;Piso Vinilico;04-07-22;11-07-22;6 días;0;0;9
1675;1.1.1.2.2.5.2.4.10;Guardapolvos;12-07-22;14-07-22;3 días;0;0;9
1676;1.1.1.2.2.5.2.4.11;Junquillos (Revisar ET);12-07-22;14-07-22;3 días;0;0;9
1677;1.1.1.2.2.5.2.4.12;Papel Mural;06-07-22;14-07-22;7 días;0;0;9
1678;1.1.1.2.2.5.2.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);07-07-22;07-07-22;1 día;0;0;9
1679;1.1.1.2.2.5.2.4.14;Aseo;07-07-22;27-07-22;15 días;0;0;9
1680;1.1.1.2.2.5.2.4.15;Entrega Area Comun;28-06-22;13-07-22;12 días;0;0;9
1681;1.1.1.2.2.5.2.4.16;R1;08-07-22;19-07-22;8 días;0;0;9
1682;1.1.1.2.2.5.3;Sector 3;29-04-22;02-08-22;67 días;0;0;7
1683;1.1.1.2.2.5.3.1;Fase 1;29-04-22;19-05-22;15 días;0;0;8
1684;1.1.1.2.2.5.3.1.1;Descarachado Muros y Cielos;29-04-22;09-05-22;7 días;0;0;9
1685;1.1.1.2.2.5.3.1.2;Decargas ALC;02-05-22;04-05-22;3 días;0;0;9
1686;1.1.1.2.2.5.3.1.3;Trazado de Tabiques;10-05-22;11-05-22;2 días;0;0;9
1687;1.1.1.2.2.5.3.1.4;Rinconeo y Maquillaje de Muros;10-05-22;13-05-22;4 días;0;0;9
1688;1.1.1.2.2.5.3.1.5;Maquillaje de Cielos;10-05-22;19-05-22;8 días;0;0;9
1689;1.1.1.2.2.5.3.1.6;Grada Buque;12-05-22;19-05-22;6 días;0;0;9
1690;1.1.1.2.2.5.3.2;Fase 2;13-05-22;20-06-22;27 días;0;0;8
1691;1.1.1.2.2.5.3.2.1;Estructura Tabique;13-05-22;20-05-22;6 días;0;0;9
1692;1.1.1.2.2.5.3.2.2;1era Cara Tabique;18-05-22;23-05-22;4 días;0;0;9
1693;1.1.1.2.2.5.3.2.3;Instalaciones;18-05-22;26-05-22;7 días;0;0;9
1694;1.1.1.2.2.5.3.2.4;Aislacion;23-05-22;30-05-22;6 días;0;0;9
1695;1.1.1.2.2.5.3.2.5;2da Cara Tabique;23-05-22;27-05-22;5 días;0;0;9
1696;1.1.1.2.2.5.3.2.6;Huincha de Tabiques y cuadratura de Cajas;30-05-22;08-06-22;8 días;0;0;9
1697;1.1.1.2.2.5.3.2.7;Nivelacion de Pisos;30-05-22;14-06-22;12 días;0;0;9
1698;1.1.1.2.2.5.3.2.8;Remate de Rasgos;30-05-22;20-06-22;16 días;0;0;9
1699;1.1.1.2.2.5.3.2.9;Sobre Losa en Terrazas;31-05-22;09-06-22;8 días;0;0;9
1700;1.1.1.2.2.5.3.2.10;Impermeabilizacion Baños y Cocinas Cerradas;30-05-22;02-06-22;4 días;0;0;9
1701;1.1.1.2.2.5.3.2.11;Recepcion Obra Gruesa;03-06-22;03-06-22;1 día;0;0;9
1702;1.1.1.2.2.5.3.3;Fase 3;06-06-22;13-07-22;27 días;0;0;8
1703;1.1.1.2.2.5.3.3.1;Tinas;06-06-22;15-06-22;8 días;0;0;9
1704;1.1.1.2.2.5.3.3.2;Marcos de Puertas;06-06-22;07-06-22;2 días;0;0;9
1705;1.1.1.2.2.5.3.3.3;Ventanas;06-06-22;07-06-22;2 días;0;0;9
1706;1.1.1.2.2.5.3.3.4;Remate Ventanas;08-06-22;09-06-22;2 días;0;0;9
1707;1.1.1.2.2.5.3.3.5;Barandas Vidriadas;08-06-22;09-06-22;2 días;0;0;9
1708;1.1.1.2.2.5.3.3.6;Canteria Baños;08-06-22;23-06-22;12 días;0;0;9
1709;1.1.1.2.2.5.3.3.7;Ceramica;10-06-22;01-07-22;15 días;0;0;9
1710;1.1.1.2.2.5.3.3.8;Cornisas;06-06-22;13-06-22;6 días;0;0;9
1711;1.1.1.2.2.5.3.3.9;Empastes;24-06-22;12-07-22;12 días;0;0;9
1712;1.1.1.2.2.5.3.3.10;Cielo Deptos (Revisar Terminacion);28-06-22;05-07-22;6 días;0;0;9
1713;1.1.1.2.2.5.3.3.11;Fondo Closet;28-06-22;01-07-22;4 días;0;0;9
1714;1.1.1.2.2.5.3.3.12;Pintura;06-07-22;13-07-22;6 días;0;0;9
1715;1.1.1.2.2.5.3.4;Fase 4;08-06-22;02-08-22;39 días;0;0;8
1716;1.1.1.2.2.5.3.4.1;Artefactos;07-07-22;08-07-22;2 días;0;0;9
1717;1.1.1.2.2.5.3.4.2;Muebles de Baño;08-07-22;08-07-22;1 día;0;0;9
1718;1.1.1.2.2.5.3.4.3;Muebles de Cocina;04-07-22;12-07-22;7 días;0;0;9
1719;1.1.1.2.2.5.3.4.4;Closet;04-07-22;11-07-22;6 días;0;0;9
1720;1.1.1.2.2.5.3.4.5;Quincalleria;08-06-22;09-06-22;2 días;0;0;9
1721;1.1.1.2.2.5.3.4.6;Manpara de Baño;08-06-22;09-06-22;2 días;0;0;9
1722;1.1.1.2.2.5.3.4.7;Accesorios;14-07-22;19-07-22;4 días;0;0;9
1723;1.1.1.2.2.5.3.4.8;Griferia;14-07-22;14-07-22;1 día;0;0;9
1724;1.1.1.2.2.5.3.4.9;Piso Vinilico;13-07-22;20-07-22;6 días;0;0;9
1725;1.1.1.2.2.5.3.4.10;Guardapolvos;21-07-22;25-07-22;3 días;0;0;9
1726;1.1.1.2.2.5.3.4.11;Junquillos (Revisar ET);21-07-22;25-07-22;3 días;0;0;9
1727;1.1.1.2.2.5.3.4.12;Papel Mural;15-07-22;25-07-22;7 días;0;0;9
1728;1.1.1.2.2.5.3.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);18-07-22;18-07-22;1 día;0;0;9
1729;1.1.1.2.2.5.3.4.14;Aseo;18-07-22;02-08-22;12 días;0;0;9
1730;1.1.1.2.2.5.3.4.15;Entrega Area Comun;07-07-22;22-07-22;12 días;0;0;9
1731;1.1.1.2.2.5.3.4.16;R1;19-07-22;28-07-22;8 días;0;0;9
1732;1.1.1.2.2.5.4;Sector 4;10-05-22;11-08-22;67 días;0;0;7
1733;1.1.1.2.2.5.4.1;Fase 1;10-05-22;30-05-22;15 días;0;0;8
1734;1.1.1.2.2.5.4.1.1;Descarachado Muros y Cielos;10-05-22;18-05-22;7 días;0;0;9
1735;1.1.1.2.2.5.4.1.2;Decargas ALC;11-05-22;13-05-22;3 días;0;0;9
1736;1.1.1.2.2.5.4.1.3;Trazado de Tabiques;19-05-22;20-05-22;2 días;0;0;9
1737;1.1.1.2.2.5.4.1.4;Rinconeo y Maquillaje de Muros;19-05-22;24-05-22;4 días;0;0;9
1738;1.1.1.2.2.5.4.1.5;Maquillaje de Cielos;19-05-22;30-05-22;8 días;0;0;9
1739;1.1.1.2.2.5.4.1.6;Grada Buque;23-05-22;30-05-22;6 días;0;0;9
1740;1.1.1.2.2.5.4.2;Fase 2;24-05-22;30-06-22;27 días;0;0;8
1741;1.1.1.2.2.5.4.2.1;Estructura Tabique;24-05-22;31-05-22;6 días;0;0;9
1742;1.1.1.2.2.5.4.2.2;1era Cara Tabique;27-05-22;01-06-22;4 días;0;0;9
1743;1.1.1.2.2.5.4.2.3;Instalaciones;27-05-22;06-06-22;7 días;0;0;9
1744;1.1.1.2.2.5.4.2.4;Aislacion;01-06-22;08-06-22;6 días;0;0;9
1745;1.1.1.2.2.5.4.2.5;2da Cara Tabique;01-06-22;07-06-22;5 días;0;0;9
1746;1.1.1.2.2.5.4.2.6;Huincha de Tabiques y cuadratura de Cajas;08-06-22;17-06-22;8 días;0;0;9
1747;1.1.1.2.2.5.4.2.7;Nivelacion de Pisos;08-06-22;23-06-22;12 días;0;0;9
1748;1.1.1.2.2.5.4.2.8;Remate de Rasgos;08-06-22;30-06-22;16 días;0;0;9
1749;1.1.1.2.2.5.4.2.9;Sobre Losa en Terrazas;09-06-22;20-06-22;8 días;0;0;9
1750;1.1.1.2.2.5.4.2.10;Impermeabilizacion Baños y Cocinas Cerradas;08-06-22;13-06-22;4 días;0;0;9
1751;1.1.1.2.2.5.4.2.11;Recepcion Obra Gruesa;14-06-22;14-06-22;1 día;0;0;9
1752;1.1.1.2.2.5.4.3;Fase 3;15-06-22;22-07-22;27 días;0;0;8
1753;1.1.1.2.2.5.4.3.1;Tinas;15-06-22;24-06-22;8 días;0;0;9
1754;1.1.1.2.2.5.4.3.2;Marcos de Puertas;15-06-22;16-06-22;2 días;0;0;9
1755;1.1.1.2.2.5.4.3.3;Ventanas;15-06-22;16-06-22;2 días;0;0;9
1756;1.1.1.2.2.5.4.3.4;Remate Ventanas;17-06-22;20-06-22;2 días;0;0;9
1757;1.1.1.2.2.5.4.3.5;Barandas Vidriadas;17-06-22;20-06-22;2 días;0;0;9
1758;1.1.1.2.2.5.4.3.6;Canteria Baños;17-06-22;05-07-22;12 días;0;0;9
1759;1.1.1.2.2.5.4.3.7;Ceramica;21-06-22;12-07-22;15 días;0;0;9
1760;1.1.1.2.2.5.4.3.8;Cornisas;15-06-22;22-06-22;6 días;0;0;9
1761;1.1.1.2.2.5.4.3.9;Empastes;06-07-22;21-07-22;12 días;0;0;9
1762;1.1.1.2.2.5.4.3.10;Cielo Deptos (Revisar Terminacion);07-07-22;14-07-22;6 días;0;0;9
1763;1.1.1.2.2.5.4.3.11;Fondo Closet;07-07-22;12-07-22;4 días;0;0;9
1764;1.1.1.2.2.5.4.3.12;Pintura;15-07-22;22-07-22;6 días;0;0;9
1765;1.1.1.2.2.5.4.4;Fase 4;17-06-22;11-08-22;39 días;0;0;8
1766;1.1.1.2.2.5.4.4.1;Artefactos;18-07-22;19-07-22;2 días;0;0;9
1767;1.1.1.2.2.5.4.4.2;Muebles de Baño;19-07-22;19-07-22;1 día;0;0;9
1768;1.1.1.2.2.5.4.4.3;Muebles de Cocina;13-07-22;21-07-22;7 días;0;0;9
1769;1.1.1.2.2.5.4.4.4;Closet;13-07-22;20-07-22;6 días;0;0;9
1770;1.1.1.2.2.5.4.4.5;Quincalleria;17-06-22;20-06-22;2 días;0;0;9
1771;1.1.1.2.2.5.4.4.6;Manpara de Baño;17-06-22;20-06-22;2 días;0;0;9
1772;1.1.1.2.2.5.4.4.7;Accesorios;25-07-22;28-07-22;4 días;0;0;9
1773;1.1.1.2.2.5.4.4.8;Griferia;25-07-22;25-07-22;1 día;0;0;9
1774;1.1.1.2.2.5.4.4.9;Piso Vinilico;22-07-22;29-07-22;6 días;0;0;9
1775;1.1.1.2.2.5.4.4.10;Guardapolvos;01-08-22;03-08-22;3 días;0;0;9
1776;1.1.1.2.2.5.4.4.11;Junquillos (Revisar ET);01-08-22;03-08-22;3 días;0;0;9
1777;1.1.1.2.2.5.4.4.12;Papel Mural;26-07-22;03-08-22;7 días;0;0;9
1778;1.1.1.2.2.5.4.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);27-07-22;27-07-22;1 día;0;0;9
1779;1.1.1.2.2.5.4.4.14;Aseo;27-07-22;11-08-22;12 días;0;0;9
1780;1.1.1.2.2.5.4.4.15;Entrega Area Comun;18-07-22;02-08-22;12 días;0;0;9
1781;1.1.1.2.2.5.4.4.16;R1;28-07-22;08-08-22;8 días;0;0;9
1782;1.1.1.2.2.5.5;Sector 5;19-05-22;23-08-22;67 días;0;0;7
1783;1.1.1.2.2.5.5.1;Fase 1;19-05-22;08-06-22;15 días;0;0;8
1784;1.1.1.2.2.5.5.1.1;Descarachado Muros y Cielos;19-05-22;27-05-22;7 días;0;0;9
1785;1.1.1.2.2.5.5.1.2;Decargas ALC;20-05-22;24-05-22;3 días;0;0;9
1786;1.1.1.2.2.5.5.1.3;Trazado de Tabiques;30-05-22;31-05-22;2 días;0;0;9
1787;1.1.1.2.2.5.5.1.4;Rinconeo y Maquillaje de Muros;30-05-22;02-06-22;4 días;0;0;9
1788;1.1.1.2.2.5.5.1.5;Maquillaje de Cielos;30-05-22;08-06-22;8 días;0;0;9
1789;1.1.1.2.2.5.5.1.6;Grada Buque;01-06-22;08-06-22;6 días;0;0;9
1790;1.1.1.2.2.5.5.2;Fase 2;02-06-22;11-07-22;27 días;0;0;8
1791;1.1.1.2.2.5.5.2.1;Estructura Tabique;02-06-22;09-06-22;6 días;0;0;9
1792;1.1.1.2.2.5.5.2.2;1era Cara Tabique;07-06-22;10-06-22;4 días;0;0;9
1793;1.1.1.2.2.5.5.2.3;Instalaciones;07-06-22;15-06-22;7 días;0;0;9
1794;1.1.1.2.2.5.5.2.4;Aislacion;10-06-22;17-06-22;6 días;0;0;9
1795;1.1.1.2.2.5.5.2.5;2da Cara Tabique;10-06-22;16-06-22;5 días;0;0;9
1796;1.1.1.2.2.5.5.2.6;Huincha de Tabiques y cuadratura de Cajas;17-06-22;29-06-22;8 días;0;0;9
1797;1.1.1.2.2.5.5.2.7;Nivelacion de Pisos;17-06-22;05-07-22;12 días;0;0;9
1798;1.1.1.2.2.5.5.2.8;Remate de Rasgos;17-06-22;11-07-22;16 días;0;0;9
1799;1.1.1.2.2.5.5.2.9;Sobre Losa en Terrazas;20-06-22;30-06-22;8 días;0;0;9
1800;1.1.1.2.2.5.5.2.10;Impermeabilizacion Baños y Cocinas Cerradas;17-06-22;22-06-22;4 días;0;0;9
1801;1.1.1.2.2.5.5.2.11;Recepcion Obra Gruesa;23-06-22;23-06-22;1 día;0;0;9
1802;1.1.1.2.2.5.5.3;Fase 3;24-06-22;02-08-22;27 días;0;0;8
1803;1.1.1.2.2.5.5.3.1;Tinas;24-06-22;06-07-22;8 días;0;0;9
1804;1.1.1.2.2.5.5.3.2;Marcos de Puertas;24-06-22;28-06-22;2 días;0;0;9
1805;1.1.1.2.2.5.5.3.3;Ventanas;24-06-22;28-06-22;2 días;0;0;9
1806;1.1.1.2.2.5.5.3.4;Remate Ventanas;29-06-22;30-06-22;2 días;0;0;9
1807;1.1.1.2.2.5.5.3.5;Barandas Vidriadas;29-06-22;30-06-22;2 días;0;0;9
1808;1.1.1.2.2.5.5.3.6;Canteria Baños;29-06-22;14-07-22;12 días;0;0;9
1809;1.1.1.2.2.5.5.3.7;Ceramica;01-07-22;21-07-22;15 días;0;0;9
1810;1.1.1.2.2.5.5.3.8;Cornisas;24-06-22;04-07-22;6 días;0;0;9
1811;1.1.1.2.2.5.5.3.9;Empastes;15-07-22;01-08-22;12 días;0;0;9
1812;1.1.1.2.2.5.5.3.10;Cielo Deptos (Revisar Terminacion);18-07-22;25-07-22;6 días;0;0;9
1813;1.1.1.2.2.5.5.3.11;Fondo Closet;18-07-22;21-07-22;4 días;0;0;9
1814;1.1.1.2.2.5.5.3.12;Pintura;26-07-22;02-08-22;6 días;0;0;9
1815;1.1.1.2.2.5.5.4;Fase 4;29-06-22;23-08-22;39 días;0;0;8
1816;1.1.1.2.2.5.5.4.1;Artefactos;27-07-22;28-07-22;2 días;0;0;9
1817;1.1.1.2.2.5.5.4.2;Muebles de Baño;28-07-22;28-07-22;1 día;0;0;9
1818;1.1.1.2.2.5.5.4.3;Muebles de Cocina;22-07-22;01-08-22;7 días;0;0;9
1819;1.1.1.2.2.5.5.4.4;Closet;22-07-22;29-07-22;6 días;0;0;9
1820;1.1.1.2.2.5.5.4.5;Quincalleria;29-06-22;30-06-22;2 días;0;0;9
1821;1.1.1.2.2.5.5.4.6;Manpara de Baño;29-06-22;30-06-22;2 días;0;0;9
1822;1.1.1.2.2.5.5.4.7;Accesorios;03-08-22;08-08-22;4 días;0;0;9
1823;1.1.1.2.2.5.5.4.8;Griferia;03-08-22;03-08-22;1 día;0;0;9
1824;1.1.1.2.2.5.5.4.9;Piso Vinilico;02-08-22;09-08-22;6 días;0;0;9
1825;1.1.1.2.2.5.5.4.10;Guardapolvos;10-08-22;12-08-22;3 días;0;0;9
1826;1.1.1.2.2.5.5.4.11;Junquillos (Revisar ET);10-08-22;12-08-22;3 días;0;0;9
1827;1.1.1.2.2.5.5.4.12;Papel Mural;04-08-22;12-08-22;7 días;0;0;9
1828;1.1.1.2.2.5.5.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);05-08-22;05-08-22;1 día;0;0;9
1829;1.1.1.2.2.5.5.4.14;Aseo;05-08-22;23-08-22;12 días;0;0;9
1830;1.1.1.2.2.5.5.4.15;Entrega Area Comun;27-07-22;11-08-22;12 días;0;0;9
1831;1.1.1.2.2.5.5.4.16;R1;08-08-22;18-08-22;8 días;0;0;9
1832;1.1.1.2.2.6;Piso 6;25-04-22;06-09-22;95 días;0;0;6
1833;1.1.1.2.2.6.1;Sector 1;25-04-22;27-07-22;67 días;0;0;7
1834;1.1.1.2.2.6.1.1;Fase 1;25-04-22;13-05-22;15 días;0;0;8
1835;1.1.1.2.2.6.1.1.1;Descarachado Muros y Cielos;25-04-22;03-05-22;7 días;0;0;9
1836;1.1.1.2.2.6.1.1.2;Decargas ALC;26-04-22;28-04-22;3 días;0;0;9
1837;1.1.1.2.2.6.1.1.3;Trazado de Tabiques;04-05-22;05-05-22;2 días;0;0;9
1838;1.1.1.2.2.6.1.1.4;Rinconeo y Maquillaje de Muros;04-05-22;09-05-22;4 días;0;0;9
1839;1.1.1.2.2.6.1.1.5;Maquillaje de Cielos;04-05-22;13-05-22;8 días;0;0;9
1840;1.1.1.2.2.6.1.1.6;Grada Buque;06-05-22;13-05-22;6 días;0;0;9
1841;1.1.1.2.2.6.1.2;Fase 2;09-05-22;14-06-22;27 días;0;0;8
1842;1.1.1.2.2.6.1.2.1;Estructura Tabique;09-05-22;16-05-22;6 días;0;0;9
1843;1.1.1.2.2.6.1.2.2;1era Cara Tabique;12-05-22;17-05-22;4 días;0;0;9
1844;1.1.1.2.2.6.1.2.3;Instalaciones;12-05-22;20-05-22;7 días;0;0;9
1845;1.1.1.2.2.6.1.2.4;Aislacion;17-05-22;24-05-22;6 días;0;0;9
1846;1.1.1.2.2.6.1.2.5;2da Cara Tabique;17-05-22;23-05-22;5 días;0;0;9
1847;1.1.1.2.2.6.1.2.6;Huincha de Tabiques y cuadratura de Cajas;24-05-22;02-06-22;8 días;0;0;9
1848;1.1.1.2.2.6.1.2.7;Nivelacion de Pisos;24-05-22;08-06-22;12 días;0;0;9
1849;1.1.1.2.2.6.1.2.8;Remate de Rasgos;24-05-22;14-06-22;16 días;0;0;9
1850;1.1.1.2.2.6.1.2.9;Sobre Losa en Terrazas;25-05-22;03-06-22;8 días;0;0;9
1851;1.1.1.2.2.6.1.2.10;Impermeabilizacion Baños y Cocinas Cerradas;24-05-22;27-05-22;4 días;0;0;9
1852;1.1.1.2.2.6.1.2.11;Recepcion Obra Gruesa;30-05-22;30-05-22;1 día;0;0;9
1853;1.1.1.2.2.6.1.3;Fase 3;31-05-22;07-07-22;27 días;0;0;8
1854;1.1.1.2.2.6.1.3.1;Tinas;31-05-22;09-06-22;8 días;0;0;9
1855;1.1.1.2.2.6.1.3.2;Marcos de Puertas;31-05-22;01-06-22;2 días;0;0;9
1856;1.1.1.2.2.6.1.3.3;Ventanas;31-05-22;01-06-22;2 días;0;0;9
1857;1.1.1.2.2.6.1.3.4;Remate Ventanas;02-06-22;03-06-22;2 días;0;0;9
1858;1.1.1.2.2.6.1.3.5;Barandas Vidriadas;02-06-22;03-06-22;2 días;0;0;9
1859;1.1.1.2.2.6.1.3.6;Canteria Baños;02-06-22;17-06-22;12 días;0;0;9
1860;1.1.1.2.2.6.1.3.7;Ceramica;06-06-22;24-06-22;15 días;0;0;9
1861;1.1.1.2.2.6.1.3.8;Cornisas;31-05-22;07-06-22;6 días;0;0;9
1862;1.1.1.2.2.6.1.3.9;Empastes;20-06-22;06-07-22;12 días;0;0;9
1863;1.1.1.2.2.6.1.3.10;Cielo Deptos (Revisar Terminacion);21-06-22;29-06-22;6 días;0;0;9
1864;1.1.1.2.2.6.1.3.11;Fondo Closet;21-06-22;24-06-22;4 días;0;0;9
1865;1.1.1.2.2.6.1.3.12;Pintura;30-06-22;07-07-22;6 días;0;0;9
1866;1.1.1.2.2.6.1.4;Fase 4;02-06-22;27-07-22;39 días;0;0;8
1867;1.1.1.2.2.6.1.4.1;Artefactos;01-07-22;04-07-22;2 días;0;0;9
1868;1.1.1.2.2.6.1.4.2;Muebles de Baño;04-07-22;04-07-22;1 día;0;0;9
1869;1.1.1.2.2.6.1.4.3;Muebles de Cocina;28-06-22;06-07-22;7 días;0;0;9
1870;1.1.1.2.2.6.1.4.4;Closet;28-06-22;05-07-22;6 días;0;0;9
1871;1.1.1.2.2.6.1.4.5;Quincalleria;02-06-22;03-06-22;2 días;0;0;9
